top,bottom,shoes,occasion,weather_condition,temp_c,mood,score,label
Dress,Shorts,Sandals,Office,Cloudy,12.6,Professional,0.0,0
Blouse,Shorts,Sandals,Office,Rainy,29.4,Happy,0.25,0
Sweater,Shorts,Heels,Office,Sunny,6.8,Professional,0.25,0
Blouse,Shorts,Heels,Date,Cloudy,28.6,Professional,0.85,1
Sweater,Shorts,Casual Shoes,Party,Sunny,21.0,Professional,0.2,0
Jacket,Jeans,Boots,Casual,Sunny,27.6,Relaxed,0.55,1
Hoodie,Jeans,Boots,Date,Snow,15.4,Romantic,1.0,1
Hoodie,Jeans,Sports Shoes,Office,Rainy,7.8,Bold,0.2,0
Hoodie,Skirt,Sandals,Party,Snow,36.8,Happy,0.6,1
Shirt,Skirt,Heels,Office,Snow,23.9,Happy,1.0,1
Sweater,Shorts,Sandals,Date,Cloudy,28.7,Relaxed,0.45,0
T-Shirt,Pants,Heels,Date,Snow,31.4,Professional,0.65,1
Shirt,Shorts,Boots,Casual,Sunny,26.9,Romantic,0.75,1
Coat,Jeans,Sports Shoes,Office,Sunny,15.0,Professional,0.15,0
Blouse,Jeans,Sports Shoes,Party,Clear,36.8,Happy,0.6,1
Shirt,Jeans,Sports Shoes,Date,Clear,28.5,Happy,0.6,1
Dress,Skirt,Sandals,Date,Clear,37.7,Relaxed,0.8,1
Dress,Shorts,Heels,Wedding,Cloudy,9.0,Romantic,0.25,0
Blouse,Skirt,Sports Shoes,Date,Clear,28.4,Bold,0.7,1
Sweater,Pants,Heels,Wedding,Clear,7.0,Romantic,1.0,1
Jacket,Pants,Sports Shoes,Party,Rainy,31.2,Professional,0.35,0
Jacket,Pants,Casual Shoes,Party,Cloudy,20.3,Romantic,0.5,0
Jacket,Jeans,Sandals,Party,Rainy,15.5,Bold,0.7,1
Sweater,Skirt,Sports Shoes,Office,Snow,26.1,Happy,0.7,1
T-Shirt,Skirt,Sandals,Casual,Clear,12.3,Professional,0.65,1
Hoodie,Jeans,Heels,Casual,Clear,15.6,Professional,0.5,0
T-Shirt,Jeans,Sandals,Office,Sunny,8.9,Romantic,0.15,0
Coat,Jeans,Casual Shoes,Party,Snow,18.0,Relaxed,0.7,1
Hoodie,Pants,Sports Shoes,Office,Rainy,5.9,Relaxed,0.3,0
Coat,Shorts,Heels,Wedding,Snow,18.5,Bold,0.3,0
Shirt,Skirt,Sports Shoes,Date,Snow,12.9,Professional,0.6,1
T-Shirt,Pants,Heels,Party,Snow,14.8,Relaxed,0.8,1
T-Shirt,Pants,Sports Shoes,Wedding,Rainy,24.6,Bold,0.0,0
Jacket,Jeans,Sports Shoes,Wedding,Snow,22.0,Bold,0.35,0
T-Shirt,Shorts,Heels,Casual,Sunny,15.3,Relaxed,1.0,1
Sweater,Skirt,Heels,Wedding,Snow,19.8,Professional,1.0,1
Coat,Skirt,Casual Shoes,Party,Cloudy,5.1,Romantic,0.7,1
Shirt,Pants,Casual Shoes,Date,Clear,15.0,Bold,0.7,1
Dress,Jeans,Boots,Date,Clear,18.3,Professional,0.7,1
Shirt,Pants,Heels,Office,Snow,34.6,Professional,1.0,1
Dress,Jeans,Sports Shoes,Casual,Snow,38.7,Professional,0.65,1
Jacket,Jeans,Sports Shoes,Date,Snow,34.6,Bold,0.55,1
Hoodie,Shorts,Boots,Date,Cloudy,17.1,Relaxed,0.5,0
T-Shirt,Jeans,Boots,Casual,Snow,25.9,Professional,0.9,1
T-Shirt,Shorts,Heels,Casual,Cloudy,39.8,Relaxed,1.0,1
Blouse,Skirt,Heels,Date,Rainy,9.4,Bold,0.85,1
Sweater,Shorts,Sandals,Casual,Sunny,30.7,Happy,0.8,1
Coat,Pants,Sandals,Party,Clear,19.1,Happy,0.45,0
Jacket,Shorts,Boots,Office,Rainy,38.4,Professional,0.4,0
Jacket,Skirt,Sports Shoes,Office,Sunny,25.1,Romantic,0.25,0
Jacket,Skirt,Casual Shoes,Date,Snow,5.6,Bold,0.8,1
T-Shirt,Shorts,Sandals,Date,Rainy,36.4,Happy,0.35,0
T-Shirt,Pants,Sandals,Date,Cloudy,33.7,Relaxed,0.6,1
Coat,Jeans,Boots,Office,Cloudy,38.6,Happy,0.4,0
Hoodie,Pants,Casual Shoes,Party,Sunny,27.2,Professional,0.25,0
Hoodie,Skirt,Sandals,Office,Snow,27.8,Romantic,0.45,0
Dress,Shorts,Boots,Date,Clear,9.4,Relaxed,0.75,1
Jacket,Skirt,Boots,Casual,Snow,5.5,Relaxed,1.0,1
Blouse,Pants,Boots,Casual,Clear,21.5,Relaxed,0.65,1
Hoodie,Shorts,Sports Shoes,Casual,Rainy,9.2,Happy,1.0,1
Hoodie,Skirt,Boots,Date,Rainy,35.2,Bold,0.7,1
Hoodie,Skirt,Heels,Casual,Clear,32.6,Relaxed,0.6,1
Dress,Skirt,Boots,Wedding,Clear,12.6,Professional,1.0,1
Shirt,Jeans,Casual Shoes,Office,Cloudy,23.2,Bold,0.75,1
Jacket,Skirt,Sports Shoes,Date,Snow,15.3,Professional,0.7,1
Dress,Shorts,Sports Shoes,Casual,Clear,30.0,Happy,0.95,1
Sweater,Shorts,Heels,Party,Sunny,13.3,Relaxed,0.5,0
Shirt,Pants,Boots,Party,Rainy,10.7,Bold,0.8,1
T-Shirt,Shorts,Heels,Party,Snow,34.3,Romantic,0.65,1
Blouse,Jeans,Heels,Party,Clear,15.8,Professional,0.6,1
Blouse,Skirt,Heels,Party,Snow,9.9,Relaxed,0.7,1
Dress,Jeans,Heels,Date,Rainy,33.4,Happy,0.85,1
Blouse,Skirt,Sports Shoes,Casual,Sunny,11.3,Romantic,0.6,1
Coat,Jeans,Boots,Party,Clear,22.3,Bold,0.4,0
Blouse,Jeans,Casual Shoes,Date,Clear,25.8,Bold,0.7,1
Dress,Pants,Casual Shoes,Casual,Snow,39.7,Professional,0.5,0
Hoodie,Shorts,Sports Shoes,Date,Snow,29.1,Relaxed,0.35,0
Sweater,Jeans,Heels,Casual,Cloudy,19.8,Relaxed,0.8,1
Hoodie,Pants,Heels,Party,Sunny,39.0,Happy,0.65,1
Hoodie,Pants,Casual Shoes,Party,Cloudy,10.6,Professional,0.7,1
Blouse,Jeans,Sandals,Date,Clear,6.8,Happy,0.55,0
T-Shirt,Jeans,Sandals,Party,Rainy,29.2,Happy,0.65,1
Jacket,Jeans,Sandals,Date,Clear,16.6,Happy,0.35,0
Dress,Jeans,Sandals,Office,Cloudy,16.9,Romantic,0.5,0
Sweater,Pants,Casual Shoes,Party,Snow,31.5,Romantic,0.45,0
Hoodie,Pants,Sandals,Date,Snow,32.1,Happy,0.4,0
Shirt,Jeans,Sports Shoes,Casual,Rainy,23.9,Relaxed,0.9,1
T-Shirt,Shorts,Sports Shoes,Office,Cloudy,30.7,Romantic,0.0,0
Blouse,Shorts,Heels,Wedding,Cloudy,27.7,Relaxed,0.6,1
Sweater,Shorts,Sandals,Date,Clear,18.2,Romantic,0.65,1
Blouse,Skirt,Sports Shoes,Casual,Rainy,32.1,Professional,0.5,0
Coat,Skirt,Casual Shoes,Date,Snow,6.7,Professional,0.7,1
Coat,Shorts,Sports Shoes,Casual,Cloudy,31.8,Happy,0.7,1
Jacket,Pants,Sandals,Date,Cloudy,17.3,Bold,0.6,1
Jacket,Shorts,Heels,Party,Cloudy,9.2,Relaxed,0.65,1
Jacket,Skirt,Boots,Party,Snow,23.1,Romantic,0.85,1
Sweater,Jeans,Casual Shoes,Party,Clear,16.3,Relaxed,0.25,0
Dress,Pants,Sports Shoes,Casual,Rainy,10.5,Professional,0.5,0
Shirt,Jeans,Sports Shoes,Casual,Sunny,17.9,Relaxed,0.9,1
Shirt,Skirt,Boots,Party,Clear,29.6,Happy,0.6,1
Jacket,Shorts,Casual Shoes,Date,Cloudy,14.7,Relaxed,0.5,0
Jacket,Shorts,Heels,Casual,Cloudy,12.7,Bold,0.65,1
Sweater,Pants,Sports Shoes,Date,Snow,22.4,Professional,0.7,1
T-Shirt,Shorts,Boots,Wedding,Cloudy,15.8,Bold,0.0,0
Hoodie,Skirt,Casual Shoes,Date,Cloudy,29.0,Bold,0.35,0
Shirt,Skirt,Sandals,Office,Clear,19.9,Happy,1.0,1
T-Shirt,Pants,Boots,Casual,Sunny,12.3,Relaxed,1.0,1
Jacket,Shorts,Boots,Party,Cloudy,16.2,Happy,0.55,1
Jacket,Pants,Casual Shoes,Casual,Rainy,5.5,Happy,0.9,1
Jacket,Pants,Sports Shoes,Party,Clear,23.0,Romantic,0.25,0
Jacket,Jeans,Sports Shoes,Date,Rainy,6.2,Happy,0.7,1
Jacket,Pants,Heels,Casual,Rainy,18.0,Romantic,0.7,1
Shirt,Shorts,Boots,Office,Rainy,39.5,Professional,0.7,1
Coat,Skirt,Boots,Casual,Clear,31.0,Bold,0.25,0
Sweater,Jeans,Sports Shoes,Casual,Snow,21.6,Happy,1.0,1
Hoodie,Jeans,Sports Shoes,Date,Snow,14.3,Romantic,0.9,1
Jacket,Pants,Sports Shoes,Date,Sunny,8.4,Bold,0.55,1
Dress,Skirt,Heels,Wedding,Snow,18.7,Bold,0.95,1
Blouse,Jeans,Sandals,Wedding,Sunny,12.4,Relaxed,0.75,1
Coat,Pants,Sandals,Wedding,Sunny,11.1,Happy,0.6,1
T-Shirt,Jeans,Casual Shoes,Party,Sunny,16.1,Bold,0.75,1
Blouse,Shorts,Sports Shoes,Casual,Cloudy,6.2,Bold,0.55,1
Coat,Jeans,Sandals,Casual,Clear,10.5,Relaxed,0.8,1
T-Shirt,Shorts,Casual Shoes,Office,Cloudy,10.4,Romantic,0.0,0
Jacket,Skirt,Sports Shoes,Party,Cloudy,26.0,Professional,0.4,0
Hoodie,Pants,Sandals,Wedding,Rainy,7.6,Bold,0.35,0
T-Shirt,Shorts,Heels,Date,Sunny,34.3,Romantic,0.95,1
Blouse,Pants,Sports Shoes,Office,Rainy,21.0,Happy,0.75,1
Dress,Shorts,Heels,Wedding,Snow,7.7,Bold,0.1,0
Coat,Shorts,Sports Shoes,Casual,Cloudy,22.8,Romantic,0.75,1
T-Shirt,Skirt,Heels,Date,Rainy,7.4,Professional,0.65,1
Coat,Jeans,Heels,Casual,Cloudy,36.1,Bold,0.4,0
Blouse,Jeans,Casual Shoes,Casual,Cloudy,30.0,Relaxed,0.9,1
Sweater,Jeans,Sandals,Wedding,Sunny,30.6,Relaxed,0.35,0
Shirt,Jeans,Boots,Date,Snow,16.7,Happy,0.75,1
Coat,Shorts,Sports Shoes,Office,Cloudy,38.0,Relaxed,0.0,0
Hoodie,Pants,Heels,Wedding,Sunny,28.2,Romantic,0.45,0
Hoodie,Jeans,Boots,Office,Rainy,22.4,Bold,0.7,1
Hoodie,Skirt,Boots,Date,Rainy,9.6,Relaxed,0.85,1
Blouse,Shorts,Boots,Date,Sunny,13.2,Relaxed,0.65,1
Blouse,Jeans,Sports Shoes,Wedding,Snow,18.5,Professional,0.45,0
Dress,Shorts,Sandals,Wedding,Clear,8.6,Happy,0.0,0
Hoodie,Skirt,Sports Shoes,Casual,Sunny,8.5,Romantic,0.75,1
Blouse,Shorts,Sandals,Party,Sunny,16.1,Happy,0.75,1
Hoodie,Shorts,Boots,Party,Snow,10.6,Bold,0.85,1
Hoodie,Skirt,Heels,Office,Clear,28.2,Happy,0.3,0
Hoodie,Pants,Boots,Office,Rainy,6.3,Bold,0.9,1
Sweater,Shorts,Boots,Casual,Clear,28.0,Bold,0.5,0
Dress,Jeans,Sandals,Date,Snow,23.7,Romantic,0.75,1
Dress,Shorts,Casual Shoes,Party,Sunny,8.9,Happy,0.65,1
Dress,Pants,Boots,Party,Rainy,39.6,Bold,1.0,1
Jacket,Pants,Sandals,Party,Cloudy,39.0,Relaxed,0.35,0
Sweater,Skirt,Sandals,Wedding,Snow,15.3,Bold,0.75,1
Shirt,Jeans,Casual Shoes,Wedding,Clear,19.9,Professional,0.8,1
Blouse,Pants,Boots,Casual,Rainy,26.5,Romantic,0.65,1
Jacket,Shorts,Sandals,Office,Clear,11.2,Happy,0.0,0
Sweater,Jeans,Sports Shoes,Wedding,Snow,38.8,Bold,0.1,0
Jacket,Skirt,Sports Shoes,Wedding,Snow,11.8,Professional,0.55,1
Dress,Jeans,Casual Shoes,Date,Snow,23.4,Bold,0.8,1
Coat,Shorts,Casual Shoes,Date,Sunny,21.8,Professional,0.35,0
Coat,Pants,Heels,Wedding,Clear,14.3,Bold,0.9,1
Jacket,Pants,Casual Shoes,Date,Clear,11.9,Happy,0.45,0
Blouse,Pants,Boots,Wedding,Sunny,5.8,Relaxed,1.0,1
Jacket,Shorts,Boots,Wedding,Rainy,35.8,Romantic,0.45,0
Blouse,Jeans,Sports Shoes,Date,Cloudy,37.8,Bold,0.7,1
Blouse,Jeans,Sandals,Date,Cloudy,7.5,Romantic,0.65,1
T-Shirt,Skirt,Heels,Office,Clear,19.1,Romantic,0.55,1
Dress,Pants,Sandals,Casual,Sunny,7.1,Professional,0.45,0
Jacket,Skirt,Heels,Wedding,Sunny,13.2,Relaxed,0.9,1
Jacket,Skirt,Boots,Office,Cloudy,39.8,Professional,0.7,1
Blouse,Skirt,Sports Shoes,Office,Snow,16.6,Professional,0.85,1
Sweater,Jeans,Heels,Date,Sunny,33.8,Relaxed,0.4,0
Jacket,Skirt,Casual Shoes,Party,Rainy,15.2,Bold,0.85,1
Blouse,Shorts,Boots,Casual,Cloudy,14.8,Professional,0.5,0
Dress,Skirt,Boots,Casual,Snow,23.6,Relaxed,0.8,1
Blouse,Pants,Sports Shoes,Office,Snow,28.2,Relaxed,0.65,1
Shirt,Jeans,Boots,Party,Cloudy,13.1,Romantic,0.65,1
Jacket,Jeans,Casual Shoes,Date,Cloudy,37.7,Bold,0.35,0
Shirt,Shorts,Sports Shoes,Party,Rainy,34.1,Professional,0.25,0
Jacket,Jeans,Sports Shoes,Casual,Snow,34.2,Professional,0.6,1
Dress,Skirt,Casual Shoes,Casual,Clear,15.4,Relaxed,0.75,1
Blouse,Jeans,Heels,Office,Snow,14.5,Bold,0.9,1
Dress,Skirt,Sandals,Party,Cloudy,21.0,Professional,0.6,1
Coat,Shorts,Heels,Date,Cloudy,7.3,Bold,0.75,1
Shirt,Pants,Heels,Office,Rainy,11.1,Happy,1.0,1
Shirt,Pants,Sports Shoes,Date,Rainy,32.2,Romantic,0.8,1
Shirt,Jeans,Sports Shoes,Date,Rainy,13.1,Relaxed,0.6,1
Blouse,Skirt,Sports Shoes,Date,Cloudy,37.5,Relaxed,0.6,1
Dress,Jeans,Sandals,Office,Sunny,16.4,Relaxed,0.5,0
Shirt,Shorts,Heels,Office,Cloudy,29.9,Professional,0.75,1
Blouse,Jeans,Casual Shoes,Date,Cloudy,14.0,Professional,0.6,1
Shirt,Jeans,Heels,Office,Snow,23.8,Professional,1.0,1
Jacket,Shorts,Boots,Office,Cloudy,20.6,Bold,0.3,0
T-Shirt,Jeans,Sandals,Party,Snow,26.9,Romantic,0.45,0
Coat,Pants,Heels,Office,Rainy,9.1,Bold,1.0,1
Blouse,Jeans,Casual Shoes,Wedding,Sunny,7.8,Romantic,0.95,1
Jacket,Jeans,Heels,Casual,Rainy,5.9,Professional,0.75,1
Coat,Shorts,Sandals,Office,Sunny,24.9,Romantic,0.1,0
Dress,Skirt,Casual Shoes,Office,Rainy,18.6,Relaxed,0.6,1
Dress,Shorts,Sandals,Date,Cloudy,7.2,Happy,0.35,0
Dress,Jeans,Sports Shoes,Date,Clear,31.6,Happy,0.7,1
Blouse,Pants,Boots,Date,Sunny,20.8,Professional,0.6,1
Shirt,Jeans,Sports Shoes,Office,Cloudy,9.6,Bold,0.55,1
Coat,Jeans,Sandals,Wedding,Sunny,6.9,Happy,0.4,0
Hoodie,Pants,Boots,Party,Cloudy,33.3,Happy,0.45,0
Sweater,Pants,Sports Shoes,Wedding,Clear,21.4,Bold,0.1,0
Coat,Skirt,Sandals,Office,Rainy,24.1,Bold,0.75,1
Hoodie,Skirt,Boots,Casual,Clear,34.8,Relaxed,0.6,1
Jacket,Jeans,Boots,Office,Snow,22.2,Romantic,1.0,1
Jacket,Skirt,Sports Shoes,Date,Rainy,29.9,Professional,0.45,0
Coat,Jeans,Sports Shoes,Office,Cloudy,15.9,Romantic,0.3,0
Hoodie,Skirt,Boots,Wedding,Sunny,6.7,Relaxed,0.65,1
Shirt,Shorts,Boots,Office,Cloudy,10.6,Relaxed,0.4,0
Blouse,Shorts,Sandals,Party,Sunny,5.8,Romantic,0.3,0
Coat,Pants,Sandals,Wedding,Clear,28.7,Happy,0.55,0
Sweater,Pants,Casual Shoes,Wedding,Sunny,13.8,Happy,0.65,1
Blouse,Pants,Sandals,Date,Sunny,13.9,Relaxed,0.55,0
Coat,Skirt,Heels,Date,Clear,27.5,Professional,0.4,0
Coat,Shorts,Sports Shoes,Date,Snow,6.0,Relaxed,0.5,0
Sweater,Shorts,Sandals,Casual,Sunny,7.2,Bold,0.55,0
Shirt,Shorts,Casual Shoes,Office,Snow,24.1,Bold,0.2,0
Coat,Shorts,Heels,Office,Rainy,37.5,Bold,0.15,0
Coat,Pants,Boots,Party,Rainy,6.0,Bold,1.0,1
Blouse,Pants,Boots,Date,Cloudy,23.1,Bold,0.7,1
Blouse,Skirt,Heels,Date,Cloudy,18.9,Professional,0.75,1
Dress,Pants,Sports Shoes,Casual,Rainy,9.8,Romantic,0.6,1
Sweater,Jeans,Sports Shoes,Wedding,Cloudy,32.3,Relaxed,0.0,0
Hoodie,Skirt,Boots,Party,Sunny,32.6,Romantic,0.35,0
Hoodie,Jeans,Casual Shoes,Wedding,Cloudy,26.8,Relaxed,0.1,0
Coat,Shorts,Heels,Casual,Rainy,15.2,Professional,0.55,1
Shirt,Pants,Sports Shoes,Casual,Cloudy,15.5,Romantic,0.6,1
Jacket,Pants,Sandals,Wedding,Snow,34.4,Happy,0.6,1
T-Shirt,Pants,Sandals,Office,Snow,19.9,Professional,0.35,0
Jacket,Shorts,Sports Shoes,Casual,Sunny,30.9,Happy,0.7,1
T-Shirt,Pants,Sports Shoes,Wedding,Cloudy,6.4,Happy,0.0,0
Hoodie,Jeans,Sandals,Casual,Clear,7.5,Relaxed,1.0,1
Shirt,Pants,Sandals,Wedding,Clear,13.8,Happy,0.95,1
Dress,Shorts,Sports Shoes,Wedding,Sunny,27.5,Romantic,0.0,0
Jacket,Shorts,Sports Shoes,Casual,Sunny,16.3,Professional,0.5,0
Coat,Jeans,Sandals,Casual,Cloudy,23.5,Bold,0.75,1
T-Shirt,Skirt,Casual Shoes,Party,Clear,9.1,Happy,0.7,1
Jacket,Shorts,Heels,Casual,Rainy,19.8,Relaxed,0.8,1
Jacket,Skirt,Sandals,Party,Cloudy,28.8,Happy,0.45,0
Hoodie,Shorts,Heels,Wedding,Sunny,32.2,Relaxed,0.0,0
Blouse,Skirt,Casual Shoes,Wedding,Snow,23.1,Romantic,1.0,1
Coat,Pants,Casual Shoes,Wedding,Snow,39.7,Romantic,0.8,1
Sweater,Jeans,Casual Shoes,Party,Snow,35.6,Romantic,0.45,0
Dress,Shorts,Sandals,Casual,Snow,22.8,Relaxed,0.55,0
Dress,Jeans,Sports Shoes,Office,Rainy,34.8,Bold,0.3,0
Shirt,Pants,Casual Shoes,Party,Sunny,33.3,Professional,0.4,0
Blouse,Shorts,Heels,Office,Clear,10.5,Relaxed,0.35,0
Blouse,Skirt,Sports Shoes,Office,Snow,14.6,Romantic,0.75,1
Shirt,Jeans,Heels,Date,Cloudy,6.6,Romantic,0.95,1
Jacket,Pants,Sports Shoes,Date,Sunny,9.4,Romantic,0.65,1
Blouse,Pants,Boots,Date,Cloudy,7.8,Professional,0.75,1
Dress,Shorts,Heels,Office,Clear,8.0,Relaxed,0.1,0
Shirt,Pants,Sandals,Date,Sunny,18.9,Happy,0.7,1
T-Shirt,Pants,Casual Shoes,Wedding,Sunny,36.7,Bold,0.3,0
Sweater,Pants,Sandals,Party,Rainy,11.6,Professional,0.45,0
Hoodie,Pants,Sports Shoes,Office,Cloudy,6.7,Professional,0.5,0
Blouse,Shorts,Sports Shoes,Wedding,Snow,32.0,Professional,0.0,0
Dress,Shorts,Sports Shoes,Date,Cloudy,18.6,Bold,0.8,1
Blouse,Skirt,Sports Shoes,Casual,Clear,11.2,Happy,0.7,1
Dress,Shorts,Boots,Office,Cloudy,31.3,Romantic,0.4,0
Sweater,Skirt,Casual Shoes,Wedding,Cloudy,20.6,Relaxed,0.7,1
Dress,Pants,Heels,Casual,Sunny,31.1,Bold,0.5,0
Dress,Skirt,Sports Shoes,Casual,Sunny,11.3,Romantic,0.6,1
Hoodie,Pants,Sports Shoes,Casual,Rainy,38.5,Happy,0.85,1
Shirt,Pants,Heels,Office,Sunny,8.6,Happy,1.0,1
Dress,Shorts,Heels,Date,Rainy,39.0,Romantic,0.95,1
Coat,Jeans,Boots,Office,Rainy,7.5,Professional,1.0,1
Hoodie,Shorts,Casual Shoes,Wedding,Cloudy,27.5,Romantic,0.0,0
Sweater,Skirt,Boots,Party,Cloudy,33.2,Relaxed,0.25,0
Sweater,Shorts,Heels,Casual,Snow,36.4,Bold,0.5,0
Dress,Jeans,Sandals,Office,Sunny,29.6,Happy,0.6,1
Shirt,Shorts,Sports Shoes,Date,Snow,32.8,Bold,0.6,1
T-Shirt,Jeans,Casual Shoes,Casual,Snow,9.0,Romantic,0.95,1
Hoodie,Shorts,Boots,Casual,Clear,29.3,Romantic,0.7,1
T-Shirt,Jeans,Sandals,Office,Rainy,9.5,Happy,0.05,0
Hoodie,Pants,Sports Shoes,Office,Rainy,14.0,Bold,0.4,0
Shirt,Jeans,Heels,Office,Cloudy,35.7,Happy,0.9,1
Blouse,Skirt,Boots,Party,Clear,13.9,Romantic,0.65,1
Shirt,Shorts,Heels,Wedding,Clear,8.2,Romantic,0.65,1
Hoodie,Skirt,Boots,Office,Cloudy,23.7,Relaxed,0.45,0
Dress,Shorts,Casual Shoes,Party,Rainy,22.5,Happy,0.55,0
Blouse,Skirt,Casual Shoes,Office,Sunny,36.5,Relaxed,0.85,1
Coat,Skirt,Heels,Casual,Rainy,10.6,Professional,0.6,1
Jacket,Pants,Casual Shoes,Wedding,Sunny,12.4,Romantic,0.8,1
T-Shirt,Skirt,Heels,Party,Snow,23.8,Bold,0.95,1
Shirt,Jeans,Heels,Date,Cloudy,5.9,Professional,0.75,1
Dress,Shorts,Sandals,Office,Clear,16.3,Romantic,0.35,0
Dress,Jeans,Heels,Wedding,Snow,12.1,Relaxed,0.75,1
Jacket,Pants,Heels,Office,Clear,14.0,Happy,0.8,1
Blouse,Shorts,Sports Shoes,Office,Clear,34.0,Bold,0.3,0
Dress,Jeans,Sandals,Party,Rainy,12.0,Relaxed,0.55,0
Jacket,Skirt,Casual Shoes,Office,Rainy,23.4,Professional,1.0,1
Shirt,Jeans,Sandals,Date,Sunny,32.8,Professional,0.7,1
Sweater,Pants,Heels,Wedding,Clear,23.7,Happy,0.7,1
T-Shirt,Skirt,Sports Shoes,Date,Cloudy,26.0,Romantic,0.7,1
Dress,Skirt,Sandals,Party,Sunny,24.8,Professional,0.7,1
Sweater,Shorts,Heels,Date,Clear,37.9,Relaxed,0.5,0
Blouse,Skirt,Boots,Office,Clear,16.2,Relaxed,1.0,1
Blouse,Shorts,Casual Shoes,Casual,Clear,24.2,Happy,0.95,1
Shirt,Skirt,Casual Shoes,Office,Cloudy,20.6,Relaxed,0.85,1
Sweater,Shorts,Casual Shoes,Wedding,Snow,8.4,Relaxed,0.05,0
Sweater,Pants,Heels,Party,Rainy,17.1,Happy,1.0,1
Blouse,Jeans,Heels,Date,Sunny,35.4,Professional,0.75,1
Hoodie,Pants,Casual Shoes,Office,Clear,18.3,Relaxed,0.05,0
T-Shirt,Skirt,Sandals,Date,Sunny,28.1,Professional,0.6,1
Sweater,Jeans,Sports Shoes,Wedding,Cloudy,7.3,Professional,0.35,0
Blouse,Skirt,Casual Shoes,Date,Clear,15.2,Relaxed,0.6,1
Sweater,Pants,Casual Shoes,Office,Snow,10.2,Relaxed,0.8,1
Jacket,Skirt,Boots,Casual,Rainy,28.3,Professional,0.5,0
Jacket,Pants,Heels,Party,Snow,5.4,Romantic,0.9,1
Blouse,Shorts,Boots,Party,Sunny,16.1,Professional,0.45,0
Jacket,Jeans,Heels,Wedding,Clear,14.6,Happy,0.7,1
Sweater,Skirt,Sandals,Date,Snow,38.4,Bold,0.5,0
Hoodie,Skirt,Casual Shoes,Office,Sunny,34.2,Romantic,0.15,0
Sweater,Pants,Sandals,Office,Sunny,5.9,Relaxed,0.5,0
Hoodie,Pants,Boots,Wedding,Snow,33.7,Romantic,0.8,1
Sweater,Skirt,Casual Shoes,Party,Sunny,22.1,Relaxed,0.25,0
Coat,Pants,Sports Shoes,Office,Rainy,7.5,Relaxed,0.6,1
Coat,Skirt,Sandals,Office,Clear,7.8,Happy,0.6,1
Coat,Jeans,Boots,Date,Snow,27.5,Bold,0.95,1
Shirt,Skirt,Sandals,Party,Rainy,26.9,Bold,0.5,0
Shirt,Pants,Sports Shoes,Office,Sunny,39.7,Relaxed,0.65,1
Coat,Pants,Casual Shoes,Wedding,Cloudy,27.7,Professional,0.7,1
Sweater,Jeans,Sports Shoes,Date,Cloudy,32.3,Romantic,0.45,0
Jacket,Shorts,Casual Shoes,Wedding,Clear,31.9,Relaxed,0.0,0
Shirt,Shorts,Boots,Date,Sunny,12.9,Romantic,0.85,1
T-Shirt,Pants,Heels,Office,Snow,28.8,Romantic,0.55,1
Shirt,Jeans,Sandals,Casual,Snow,18.1,Professional,0.5,0
Jacket,Jeans,Sandals,Wedding,Cloudy,22.8,Professional,0.5,0
Sweater,Shorts,Boots,Date,Cloudy,25.9,Professional,0.5,0
Blouse,Shorts,Heels,Date,Snow,14.2,Happy,0.55,1
Dress,Jeans,Sports Shoes,Casual,Clear,25.3,Bold,0.75,1
Coat,Shorts,Sports Shoes,Wedding,Snow,6.2,Happy,0.0,0
Sweater,Pants,Heels,Party,Sunny,37.6,Professional,0.35,0
T-Shirt,Shorts,Boots,Party,Sunny,21.2,Professional,0.55,0
T-Shirt,Pants,Sandals,Office,Clear,34.7,Happy,0.5,0
Coat,Pants,Heels,Casual,Sunny,12.2,Professional,0.35,0
Coat,Pants,Boots,Date,Cloudy,17.0,Relaxed,0.5,0
Blouse,Skirt,Casual Shoes,Casual,Rainy,8.1,Professional,0.5,0
Hoodie,Shorts,Boots,Wedding,Cloudy,28.6,Romantic,0.0,0
Dress,Shorts,Sandals,Casual,Sunny,39.7,Happy,1.0,1
Jacket,Shorts,Casual Shoes,Wedding,Snow,25.4,Romantic,0.2,0
Blouse,Jeans,Heels,Date,Snow,13.4,Relaxed,0.75,1
T-Shirt,Skirt,Boots,Office,Sunny,34.5,Professional,0.65,1
Hoodie,Jeans,Casual Shoes,Party,Cloudy,11.1,Professional,0.7,1
Sweater,Skirt,Boots,Casual,Snow,15.5,Professional,0.75,1
T-Shirt,Pants,Sandals,Party,Clear,39.6,Bold,0.85,1
Sweater,Pants,Boots,Wedding,Snow,36.5,Relaxed,1.0,1
Jacket,Shorts,Heels,Office,Rainy,6.9,Romantic,0.3,0
Sweater,Shorts,Boots,Party,Rainy,21.6,Relaxed,0.6,1
Sweater,Skirt,Sandals,Date,Cloudy,37.3,Bold,0.45,0
Hoodie,Skirt,Heels,Wedding,Snow,25.2,Relaxed,0.75,1
T-Shirt,Pants,Heels,Casual,Sunny,11.6,Professional,0.6,1
Sweater,Shorts,Sandals,Casual,Cloudy,17.5,Relaxed,0.9,1
Coat,Jeans,Sports Shoes,Office,Cloudy,29.7,Relaxed,0.0,0
Shirt,Pants,Sports Shoes,Party,Cloudy,8.9,Happy,0.6,1
Dress,Jeans,Casual Shoes,Party,Rainy,12.4,Bold,0.85,1
